x,y,z,instance_id,label,x_gt,y_gt,z_gt
-1012.5482798616166,-509.92009878511436,77.8467384900836,0,mito,-996.1491626759483,-513.1376019492917,94.49147519002285
-777.3701175341977,-818.6192459757409,240.95199948248143,0,mito,-776.5478622252485,-805.4918061620394,230.3556794699914
-1638.1541860528368,-1174.724458195727,-79.1803725785703,0,mito,-1624.2381858276253,-1155.9883268666424,-91.91274674174588
-921.4506838221065,-594.7364115766801,113.84506057098363,0,mito,-934.208345041806,-583.2112843734866,119.18489409064526
-445.8192466770251,-173.95441191796633,-0.5308410574452438,1,mito,-429.2797552647162,-160.70727124690225,-10.430550991044498
-1546.6283870270377,-592.4816169222945,200.9846267229543,1,mito,-1534.180991309567,-596.9112320318449,216.55161386378367
-572.3230626517536,-948.0282988204518,180.39353130490807,0,mito,-579.9360876488423,-966.3065076455403,194.6863402591041
-1636.063268773185,-660.4028023288568,0.5909467293034112,1,mito,-1652.8551324932823,-671.123381184434,17.159848047927984
379.0560694618258,-1430.1569054558145,308.2739063596796,0,mito,375.92216820646007,-1430.8556020555775,309.7479174340625
-1871.9301421894863,-1331.438400432571,-694.8169424366517,1,mito,-1863.6553955078125,-1336.5174560546875,-676.7564086914062
-1135.6368088582449,-455.062051460072,48.20715785173141,0,mito,-1146.1263392884089,-444.0942474936615,42.21234767562321
638.8893303626289,-1388.559782184636,329.86678641100065,0,mito,631.9093904806687,-1377.0882281996087,330.12778266319555
-1424.7278551562715,-315.61518614968645,52.366229643337746,0,mito,-1409.7571348964063,-327.0035158257532,44.19116633301325
-1596.2739824675139,-823.7724214929101,51.909861637268406,0,mito,-1584.1712986599125,-808.7961239521587,32.40411084566312
-1399.0048006453578,-384.950151317235,-26.939276249650742,0,mito,-1384.354295247343,-369.60277245777235,-10.50921283779406
-1501.9235740188308,-607.6950251936312,78.84201042389725,0,mito,-1520.6076237747195,-591.4215410581776,64.66672566928037
-752.6642570691906,-199.54956336774757,163.8664858587361,1,mito,-745.4176911787495,-190.98557832432232,169.77686159732784
-1042.8057017160402,-526.1824185026915,55.597279011346636,0,mito,-1023.0185303703676,-516.2778093125872,68.91867955192512
-1498.2686039739592,-501.18399775696787,208.46224411700294,1,mito,-1480.6255287952379,-491.3124196739805,221.83563400852807
-1660.9525766580307,-769.5526729182618,54.95840088171488,0,mito,-1652.1247606886866,-760.5108287112475,39.03035365022597
-802.1027617875882,-271.74292810562355,99.99280188625502,1,mito,-819.9340428065777,-267.7617611221829,88.78009122997634
-1543.658002578141,-459.6677283026804,224.82563738299476,1,mito,-1535.5110693194488,-473.89679905002936,211.31943166183675
-1373.9814172765794,-513.5899224502267,315.73918611156074,1,mito,-1355.804052999812,-501.7628583292928,313.7803200023324
-1621.9066497775784,-863.2411818478918,-317.56125093575764,1,mito,-1619.518936759558,-878.7903422955468,-302.2657497649402
887.6191203086079,-1425.6368898548892,265.6387825706884,0,mito,879.6831268645501,-1442.248050252231,277.1512712785184
-982.771273887491,-398.1812890351014,222.67814346377025,1,mito,-1001.4838118521631,-381.36490364593095,237.50898706311517
-1606.7386021013283,-514.9530139272206,193.87280240889325,1,mito,-1624.1587045616545,-533.740740060808,193.2955216014461
-1220.5276570222295,-338.48717741527264,234.87624962639683,1,mito,-1201.2716984723347,-336.6897495319197,226.54918700895394
-1015.0638145160209,-268.52050477472505,184.12737420870857,1,mito,-1029.3113753167354,-280.89864896451445,174.68939311268386
-1483.5173779856514,-471.3666967194952,232.9161880697023,1,mito,-1485.5414409787527,-485.12562895512957,221.21143279723375
-1540.6377585352163,-635.3324154428666,93.95571169860114,1,mito,-1547.8729440622965,-652.6213594152392,111.74489022710888
-362.95973036918895,-1168.968346511165,300.33456578435437,0,mito,-348.77649345002044,-1180.2588987657723,311.0177221875052
-1463.9463151806422,-543.0483099170733,38.94685664062125,0,mito,-1480.2660749922009,-553.0576706460381,22.413433990362197
-1697.0896346323439,-1138.0694415077232,-114.9711117378264,0,mito,-1694.7033130715756,-1157.9320209872412,-110.16008060158029
-1882.4452585025967,-1341.4794314567373,-679.4514303684412,1,mito,-1866.83203125,-1332.1820068359375,-675.7909545898438
-1433.908446794571,-419.50663155222657,244.72024693003965,1,mito,-1420.2288021460574,-434.7593300437978,239.43994012344967
-1224.0388993128165,-307.9601090587048,84.47977523641985,0,mito,-1237.3772808816116,-304.87347947639705,70.43641436398025
-20.932424673662496,53.98267814517237,-33.110326629390826,1,mito,-37.13883147745071,54.7315554319691,-44.348322183356096
-107.9174814470878,65.57042516922614,-56.74557676970363,1,mito,-120.8816053388176,72.65268940218388,-63.25133593845095
62.15586239182703,-1359.3240120760904,291.6434137133416,0,mito,74.68285663902012,-1368.360173510829,272.1401546766901
-1202.6327347488009,-397.38622873458905,10.357670024584195,0,mito,-1197.319016642919,-387.08825345418296,21.08691520782976
-417.26673896894897,-98.81503687711331,-33.49641659912007,1,mito,-430.4046856911065,-86.4657528269509,-35.65031981826847
701.3030917947711,-1408.2803388903408,230.26666697190987,0,mito,689.5359197050882,-1394.5820167995346,245.7050130952179
17.347054207771542,-1271.3545640308762,291.9323245764896,0,mito,8.30921892854241,-1264.374715252131,294.74185912335486
-355.08158814091234,-1174.4669257377216,240.49096276870122,0,mito,-374.96386647602003,-1167.7964554086573,224.99657113428896
-1479.4628917864263,-384.5653828646159,56.004606476030894,0,mito,-1471.267324980717,-381.4965452717331,40.02963732087896
-1570.5650588621404,-1406.532171454402,-296.531198505189,0,mito,-1587.0557480704451,-1414.6338829671615,-310.11528194743664
-1408.9701223257507,-378.1920261364712,-7.932896825550962,0,mito,-1409.6898438982726,-371.84443385366137,-10.98186843458253
-1663.0360819848997,-798.4977987765751,-102.69010426391641,1,mito,-1643.2356873544659,-804.6868394090311,-85.03826781993003
-1103.1435086163465,-520.5636078785599,114.14961830209567,0,mito,-1105.4482385323763,-516.7769602956172,110.99547799507629
-970.7298612660799,-283.8312908533981,236.4770070706281,1,mito,-973.3001016302733,-289.8002808767696,251.1152029515235
-1599.2186719968925,-694.4373450763617,-23.801499180305917,0,mito,-1586.5407211109066,-699.7237103157303,-23.874123913559785
-1534.915567801271,-698.5205316303293,-12.14325412334404,1,mito,-1538.9855088512472,-692.8822645496156,-26.259067877494456
-1649.9084964943756,-1347.7679222908046,-150.86118882271035,0,mito,-1643.0620888756728,-1347.1552268138423,-134.74462570776564
-1627.8661624652257,-1426.734969911741,-195.0776552687902,0,mito,-1611.0812533102962,-1414.1760691242866,-207.29466077830463
-1635.0867892269976,-553.4408665394806,134.4916528073521,1,mito,-1637.335551693669,-572.5543388153627,122.68771859076902
-971.3588449166268,-275.21422786647366,184.3432149542625,1,mito,-988.6001390440084,-256.78971750564517,193.26837001878056
-1704.8401337477528,-925.2802997854651,-29.42292082374629,0,mito,-1695.3268097160383,-935.2020358155409,-28.196042585932084
-1879.6538340611057,-1391.9641823091702,-672.3600099552914,1,mito,-1896.937744140625,-1400.3328857421875,-653.4285278320312
-1543.194241258469,-673.4624536733658,-15.351827020001668,1,mito,-1540.720210340929,-664.7705459135868,-27.778582020279952
311.1943386513161,-1411.4025318193899,325.9470945688662,0,mito,321.46814069806373,-1424.7640121597444,306.1184542343374
-1407.2334682388494,-483.1774579816179,343.27961092215384,1,mito,-1407.3769484433449,-485.86211189837513,346.77818473731145
47.97237958387916,141.17105396421255,-88.26966435711557,1,mito,49.748762412582124,131.01638234844484,-98.91921677305635
-1642.3550597134952,-909.3036238573958,34.497824485157835,0,mito,-1632.895459972218,-894.533418234942,42.772842380710316
-1466.6683154886628,-514.7774323900236,344.64380586960203,1,mito,-1467.4464703971337,-521.7774246735478,333.88691407576283
-1420.3068713996563,-531.2837560047468,282.65258202609624,1,mito,-1427.2238798161154,-530.5754977806503,277.13756490384435
-851.5196822050755,-722.8793264861628,138.99398664731444,0,mito,-860.5955540632942,-730.7137752432949,119.47518274795556
-310.80611565231436,-1165.5434906451715,301.1013613911136,0,mito,-322.48836544269307,-1170.974938392437,316.24200040400774
-1522.345076139079,-676.0144759029231,-4.26912219859156,1,mito,-1538.8589638379271,-665.9271631530751,-21.930314802564794
-1603.9343374273121,-1318.8566548569102,-215.38657800381438,0,mito,-1607.5939335296873,-1314.1176270837375,-222.87710794286153
-1466.4689872001734,-563.2510342484666,286.2927630567658,1,mito,-1465.7523157199128,-546.1710524288737,269.95528211817384
-1622.9003923310022,-790.9556001487206,-77.98890003246898,1,mito,-1612.926609192153,-798.3072630888895,-68.04340517649457
-448.7690931568604,-61.054299541872176,75.08681647854355,1,mito,-454.293069487252,-79.6441115221269,75.48480208673307
-1556.1180908985866,-532.6016396702184,145.23101601424673,1,mito,-1570.9217336090312,-520.8133895557835,125.86572825285899
-1316.369982894966,-480.63809326387025,296.87312352222176,1,mito,-1305.9682082797115,-483.85848492465794,310.24875086099684
-1713.471166199798,-940.8855046139406,-35.49088255571452,0,mito,-1695.9141009278658,-935.3717002217918,-26.86074703693883
-771.9711348484935,-821.5126991428451,220.91971900076084,0,mito,-754.5687060201739,-811.3780186044063,228.16383538550446
-1530.3767135421042,-595.2544896019598,61.840604071284034,1,mito,-1538.0892755163175,-583.8002627892671,62.824289242150186
-716.9331523456505,-208.41537142432725,160.61467448029026,1,mito,-719.1941300143136,-221.64132371484138,180.41771308959065
-1593.3037274418969,-540.2354786102658,48.96499365372322,1,mito,-1581.568602406157,-558.6070552666868,60.3899131237553
-1629.8820317312523,-1184.928597766025,-116.84589482801442,0,mito,-1644.768538746851,-1172.5863400143594,-124.69322509841929
-1211.3967276781477,-419.9392980627536,65.69717492087506,0,mito,-1213.0648255752744,-411.02562762812875,84.41573383024695
-1115.9962666043148,-399.7032397617019,110.89017348856252,0,mito,-1106.4796195199042,-414.06508041652665,121.33663514169199
-903.945677992292,-766.5974923069596,122.5832477403834,0,mito,-884.8610263616646,-759.5860755275337,137.00442544105226
-885.238960906197,-281.1236073622091,130.01883984084495,1,mito,-901.9237739902569,-290.5429269468175,112.89979616908506
-1121.7768530538185,-407.90348976746156,49.315076830841456,0,mito,-1129.8087675967922,-417.7044266171267,34.982292694604595
-1147.416703829792,-471.80243722918556,75.39628846620019,0,mito,-1154.2282734160083,-458.3061584795159,59.32151463805927
-1341.5653780721393,-321.98548299003056,13.180446437634338,0,mito,-1357.6811206521327,-326.0022816670467,-3.126280672389818
-1903.460362135955,-1371.0662847081855,-581.214631319566,1,mito,-1900.318561369394,-1374.7893182039936,-570.2878052841503
-871.0272225823353,-352.6263808680613,151.91098972937806,1,mito,-873.4347809167499,-341.8037239414818,161.91520492428793
-576.6388976733567,-970.7401643017456,201.87619723095622,0,mito,-581.6156473880455,-987.1422487461339,187.08952213272383
-1612.5134670641796,-938.5143700063437,11.083313337690859,0,mito,-1620.5594828056883,-938.5852937696153,23.29471443067554
-1665.4390890253665,-1067.7293379933792,-339.02630087257575,1,mito,-1671.0577630778976,-1067.7625218659086,-358.8325406938629
-1663.4469459038717,-1174.8177699747912,-21.154122092952974,0,mito,-1680.5014565368726,-1166.1104467363423,-29.77949655251571
-937.3714425688413,-346.6509998207838,187.80732969386062,1,mito,-925.4386034935428,-361.30780109099857,188.8863588823309
-1675.0538103310762,-659.9762134114542,5.221888642993282,1,mito,-1656.1833166450378,-677.5402938537818,-4.887583912237137
-1498.721147543526,-603.6250887996597,123.49913933151848,1,mito,-1518.028713911698,-586.5961598032785,141.27234559419213
-715.7660143677308,-913.1794348411449,185.58826641673824,0,mito,-720.7268423762225,-924.8593477024344,175.70000773647715
-1630.7441894397662,-532.7354786656521,242.4188082919561,1,mito,-1611.1996563913328,-548.5831525326785,243.99750207331707
-1232.5287590407283,-339.0846075744363,88.1090374141309,0,mito,-1232.8434030499732,-345.50568347532516,100.64864191080034
-1537.6427341089259,-606.7229709388711,240.1953273675605,1,mito,-1537.3615464216546,-593.713270568672,230.40453724841458
-1724.886860090764,-904.633068981236,-344.2063038210766,1,mito,-1721.5479096713157,-910.1340029023584,-324.7586436918757
-1258.8435426878727,-297.3802404721871,9.1649089974159,0,mito,-1258.7219150492563,-304.9740882522321,19.776757179958018
-343.78729679749785,-1134.2082231713923,232.36224939298816,0,mito,-362.1846535570724,-1134.0153207176725,222.9263063903388
-1633.2608784670203,-1022.947245209959,-16.942465866322813,0,mito,-1617.9762254502762,-1012.7103711924675,-26.309706039615197
-436.57789146281647,-1113.4196935246705,218.38533204109484,0,mito,-423.56590196937424,-1131.7178365751815,215.95525688187757
-1430.6555225921431,-531.5174764882104,280.1725069614039,1,mito,-1428.4033830139813,-529.7900986824083,272.7119126833577
-418.82015051986764,-1102.8598352734562,282.27700444881134,0,mito,-428.8663359464437,-1098.8484936120947,300.8893228139306
-1519.390642684186,-566.2585125656562,70.81209769889935,1,mito,-1534.3083386706135,-572.9006978781244,84.33931871416206
-1489.1186399297255,-476.3078639564241,233.5372947765617,1,mito,-1496.7843461023697,-490.91840692247837,214.37024070249632
-811.3242890341267,-251.19808371462605,93.00454658442355,1,mito,-802.2814759186356,-261.5911266729171,83.3312120056874
-1645.7980304223977,-1051.0017030514236,-19.988754404321504,0,mito,-1631.6699709282461,-1063.6754550336068,-9.902505356212849
-1051.6123109858818,-411.1845274742916,215.4875115584101,1,mito,-1048.202985597864,-404.0306505633649,217.6560660584336
-1638.860885513366,-1127.4051689480468,-44.64924730777829,0,mito,-1622.8193995618558,-1112.831730675812,-53.416505131122705
-754.3325362142264,-804.0240972946449,170.94013905916532,0,mito,-747.0083863383321,-799.610653268158,166.09110829503572
-769.5873921720677,-815.0902138195461,126.22874395367197,0,mito,-775.8973447399025,-813.8019991969767,142.48959799153437
-1736.6939074514528,-933.5086310374535,-355.9541327292433,1,mito,-1728.0828514107775,-929.0197232447749,-344.09837070246914
-1548.8591431862096,-548.6963856186679,292.73858917549103,1,mito,-1539.0837567338976,-551.5065418609861,304.66035586398584
-1294.6127705943863,-340.70929298109616,104.40837670787482,0,mito,-1310.1656643966035,-335.2367205409594,87.52580663931275
-1279.2372108589104,-388.9683437366363,334.5813719102328,1,mito,-1276.9916267644599,-393.84738727856603,329.3871696769669
-1731.9648011926886,-1098.5077109421106,-363.06795443665237,1,mito,-1719.521143053957,-1098.551036975333,-359.59464096916804
-1.5310798744676397,-1332.377974338311,253.49934320418197,0,mito,15.11641764841404,-1349.959897524669,267.59397363462915
-1646.5395307465205,-831.2190144327436,-28.37795302253315,0,mito,-1628.9098540836094,-846.1902470852506,-39.31429419272449
-1602.0983186016238,-497.00059025623,226.7453989731841,1,mito,-1587.6573127781544,-483.5976222029814,224.7588066917203
-1577.2802200140538,-615.5460750695935,201.77317366914127,1,mito,-1582.615477499752,-608.8415091973042,211.04398463441856
-1532.2050945341878,-677.4963492973552,1.0112264601959797,1,mito,-1538.8747453196152,-688.8874486126995,7.273056536052321
-1596.7963554794155,-689.7164160710661,60.48293346674483,0,mito,-1584.9547951838613,-688.9980684049539,67.04046399534505
-1687.32690526504,-1106.0934898215692,-421.4188278170613,1,mito,-1684.176857820676,-1108.7306791285525,-406.9446246092873
1384.432217375561,-1288.3799117050187,275.700245812184,0,mito,1395.6831613906816,-1291.2060465534055,256.2624588011536
-1116.9159367208795,-484.5991225277219,100.13361794162128,0,mito,-1130.4626008922075,-482.87379412751494,113.53080162344133
-1610.8284113622226,-1021.7750426317996,-10.855231049012168,0,mito,-1623.5954236160992,-1030.7204443603648,-10.47797273594561
-1494.1976170906569,-465.76586575194113,-14.218814925246907,0,mito,-1503.9338494764745,-466.9343823189882,-10.486242135754956
-1832.7442172839042,-1165.8428612511755,-441.28074844448076,1,mito,-1827.7478811367275,-1165.1725694891668,-457.6712392804033
-1657.4921807696217,-603.8726210560732,97.27278198076425,1,mito,-1641.0656154409403,-588.724585595884,102.99082316833486
-1706.5625424130337,-1245.6538393559906,-152.35600063776795,0,mito,-1689.1708252113829,-1227.1006021107241,-139.2886301329042
-1279.8274096112264,-333.67732473347104,92.91696027947235,0,mito,-1263.4034769864977,-336.89875078089227,94.96117382014187
-1624.715222412457,-799.1258107435705,47.71379577810116,0,mito,-1624.8897071414683,-815.1847148202356,55.30888882513774
-931.2536083862965,-227.65149476405384,176.38639190950033,1,mito,-914.0557410496824,-231.83315584486306,158.59072911238457
-1760.9107473804374,-1241.2583850814515,-540.490534520775,1,mito,-1751.0639804698403,-1246.5768270228089,-540.2684904098313
-410.69436994847155,-1149.5840085803236,280.6180137034855,0,mito,-412.92196963494206,-1155.1355174561168,297.60797497982537
-1191.2078808093793,-345.3811873054165,49.06402321969076,0,mito,-1172.712728438584,-333.8115386166617,67.36627089578987
-845.5423281399588,-732.8220090043643,189.4131522164321,0,mito,-856.911192350619,-716.5116790553097,207.4360267842465
77.69399986726847,137.5456093318553,-121.73044776705062,1,mito,60.94542861254611,148.902086530372,-127.36390841894715
-1614.962482408367,-561.5662525028706,148.31879869215996,1,mito,-1629.5777204075769,-546.0889918659523,165.33182806687537
-1374.0527684294661,-423.1902647264765,33.44775989410345,0,mito,-1378.1657142078163,-410.62783816991526,51.2002945043903
-1513.3273700772484,-463.957797095627,307.0577278204285,1,mito,-1528.336904938762,-454.86801118025,309.66930619581495
-1660.8377985827947,-642.5950295828164,-26.45881687862944,1,mito,-1647.3711821778127,-646.2671388061485,-18.51886423545482
-1206.3409432969827,-364.8126265190215,100.80996659379885,0,mito,-1221.6974922969378,-375.48314551914416,102.79432436687156
-1057.307939390346,-471.93910371927285,118.60755220493151,0,mito,-1043.323059638311,-453.7586097744907,106.9306641099306
-913.9896516056366,-722.6108507127735,220.59412413428203,0,mito,-894.8037017959572,-710.1513983007777,203.1540724703239
-4.132945673717469,-1251.1450752842907,330.88224034490696,0,mito,-22.470147103953156,-1261.8926941203586,318.1103899278636
-1554.131780531279,-669.5702953323854,-68.60184735094157,1,mito,-1544.8003638963357,-681.8596527662577,-52.95901174210556
577.3679985632803,-1396.5253805044888,254.87064268596134,0,mito,568.613528667418,-1385.2336047905808,253.02305017132417
-1590.1105733986105,-506.10171404748775,221.15167841911943,1,mito,-1603.6586104088833,-499.50236897330785,218.3492592776978
-1500.987951885788,-546.9095806349602,176.69656054963582,1,mito,-1508.0614731117928,-556.7164944432471,183.10957834006734
-1681.2195383421576,-927.5982115707201,12.829606979772617,0,mito,-1675.0257158945155,-930.6314227501445,31.306800135697035
-1783.9758728925929,-1077.7229126761802,-415.29593019157636,1,mito,-1790.9532467077852,-1066.0539542993333,-405.6460875775128
-1617.3300436854095,-924.5208216189421,-252.10883063188038,1,mito,-1601.4493725608847,-912.0215364025787,-269.70503185601365
-1864.178295144714,-1219.7441273151571,-524.7738658504742,1,mito,-1860.0129893004435,-1213.3429046930837,-508.1639045347599
-959.2424694916996,-580.8089157544706,156.71208584149392,0,mito,-942.3444192811492,-596.540720183706,170.71672120699284
